student_id,name,gender,university_name,university_type,department,semester/year,cgpa,subjects,attendance_percentage,study_hours_per_day,weak_subjects,strong_subjects,district,device_usage_time,preferred_study_time,exam_score,historical_scores,risk_level
U01322,Sabina Khan,Female,Ahsanullah University of Science and Technology,Private,MIS,"Year 1, Fall",3.25,"Microeconomics, Financial Accounting, Marketing Strategy, Principles of Management, Business Law",58.8,4.5,"Financial Accounting, Microeconomics",Business Law,Rajshahi,4.3,Evening,83.7,"77.6,77.7,87.4,75.9,83.7",High
U01323,Ayesha Chowdhury,Female,BUET,Public,Pharmacy,"Year 2, Fall",3.18,"Human Anatomy, Organic Chemistry, Clinical Pharmacy, Genetics, Pharmacology",86.0,2.8,Human Anatomy,Pharmacology,Chattogram,6.9,Evening,83.6,"75.6,81.4,81.0,84.3,83.6",Medium
U01324,Fariha Ahmed,Female,Ahsanullah University of Science and Technology,Private,Pharmacy,"Year 2, Spring",3.78,"Pharmacology, Organic Chemistry, Genetics, Human Anatomy, Clinical Pharmacy",92.1,1,Pharmacology,"Genetics, Organic Chemistry",Chattogram,5.8,Night,92.5,"88.0,96.2,90.8,87.1,92.5",High
U01325,Zubayer Ali,Male,Jahangirnagar University,Public,Pharmacy,"Year 1, Fall",3.73,"Human Anatomy, Genetics, Organic Chemistry, Pharmacology",72.5,7.1,"Human Anatomy, Genetics","Organic Chemistry, Pharmacology",Cumilla,5.1,Morning,95.0,"97.0,99.6,88.9,98.6,95.0",Medium
U01326,Mahmud Chowdhury,Male,Noakhali Science and Technology University,Public,LLB,"Year 3, Summer",3.19,"Jurisprudence, Criminal Law, Constitutional Law, Civil Procedure",86.7,2.8,Jurisprudence,Civil Procedure,Bogura,5.8,Morning,81.5,"77.6,82.2,85.7,77.6,81.5",Medium
U01327,Fariha Rahman,Female,Chittagong University,Public,EEE,"Year 1, Fall",3.56,"Thermodynamics, Circuit Analysis, Algorithms, Machine Learning, Data Structures, Database Systems",66.7,6.8,Machine Learning,Algorithms,Rangpur,3.2,Night,91.6,"95.5,83.1,95.9,88.9,91.6",Medium
U01328,Siam Hasan,Male,American International University-Bangladesh,Private,Software Engineering,"Year 4, Fall",3.51,"Machine Learning, Database Systems, Circuit Analysis, Data Structures",58.6,4.7,Machine Learning,"Circuit Analysis, Database Systems",Kushtia,8.7,Night,88.7,"79.5,81.6,79.1,92.3,88.7",High
U01329,Jahid Sarker,Male,East West University,Private,Anthropology,"Year 4, Spring",2.0,"Research Methodology, Social Psychology, World History, Political Science",80.7,2.4,"Social Psychology, Research Methodology",World History,Bogura,3.7,Night,49.7,"52.8,41.8,48.6,41.2,49.7",High
U01330,Raisa Sarker,Female,United International University,Private,LLB,"Year 3, Spring",3.77,"Jurisprudence, Criminal Law, Constitutional Law, Civil Procedure",70.8,1,Criminal Law,"Civil Procedure, Jurisprudence",Bogura,10.0,Evening,98.8,"98.5,89.6,98.1,97.1,98.8",High
U01331,Rafi Hasan,Male,University of Liberal Arts Bangladesh,Private,Environmental Science,"Year 4, Fall",3.23,"Climate Change, Sustainable Development, Ecology, Soil Science",86.6,6.4,"Sustainable Development, Climate Change",Ecology,Jessore,6.6,Morning,83.9,"88.7,86.1,83.0,87.1,83.9",Low
U01332,Fariha Khan,Female,Rajshahi University,Public,AI,"Year 1, Summer",3.68,"Data Structures, Circuit Analysis, Thermodynamics, Algorithms",78.8,5.3,Circuit Analysis,"Algorithms, Thermodynamics",Cumilla,4.7,Afternoon,87.7,"92.0,90.7,79.7,78.4,87.7",Low
U01333,Afia Uddin,Female,RUET,Public,Biotechnology,"Year 3, Spring",3.25,"Clinical Pharmacy, Organic Chemistry, Genetics, Human Anatomy, Pharmacology",99,4.7,"Organic Chemistry, Genetics","Pharmacology, Clinical Pharmacy",Jessore,1.9,Morning,81.1,"81.9,71.2,84.4,73.2,81.1",Low
U01334,Sadia Uddin,Female,American International University-Bangladesh,Private,AI,"Year 3, Summer",3.55,"Machine Learning, Algorithms, Thermodynamics, Circuit Analysis, Data Structures, Database Systems",55.7,3.4,"Algorithms, Database Systems","Data Structures, Machine Learning",Cumilla,6.8,Afternoon,85.5,"86.0,78.3,76.1,78.5,85.5",High
U01335,Karim Ahmed,Male,"Independent University, Bangladesh",Private,MIS,"Year 2, Fall",3.19,"Principles of Management, Microeconomics, Marketing Strategy, Business Law",86.9,7.5,"Business Law, Marketing Strategy","Microeconomics, Principles of Management",Tangail,4.8,Morning,77.4,"68.4,68.6,68.4,67.9,77.4",Low
U01336,Sabina Islam,Female,University of Dhaka,Public,International Law,"Year 4, Summer",3.08,"Jurisprudence, Constitutional Law, Civil Procedure, Criminal Law",68.7,5.4,"Jurisprudence, Civil Procedure",Constitutional Law,Khulna,5.9,Afternoon,72.6,"63.1,69.2,67.5,70.3,72.6",Medium
U01337,Rahim Akter,Male,Jahangirnagar University,Public,English,"Year 3, Summer",3.47,"Literary Criticism, Ethics, Mass Communication, History of Art",85.0,4.6,"Literary Criticism, Mass Communication",History of Art,Rajshahi,6.5,Morning,82.6,"74.3,76.9,80.8,85.3,82.6",Low
U01338,Jahid Begum,Male,CUET,Public,Biotechnology,"Year 4, Spring",3.02,"Organic Chemistry, Genetics, Pharmacology, Clinical Pharmacy, Human Anatomy",66.2,7.9,Human Anatomy,Organic Chemistry,Narayanganj,6.7,Afternoon,76.5,"73.8,80.2,73.8,77.0,76.5",Medium
U01339,Zubayer Begum,Male,BRAC University,Private,Pharmacy,"Year 4, Summer",4.0,"Genetics, Organic Chemistry, Human Anatomy, Pharmacology, Clinical Pharmacy",65.8,2.9,"Genetics, Human Anatomy",Clinical Pharmacy,Jessore,1,Night,96.3,"98.5,100,91.4,100,96.3",Medium
U01340,Nusrat Sarker,Female,RUET,Public,International Relations,"Year 2, Spring",3.34,"Social Psychology, Political Science, World History, Research Methodology",99,4.0,"Research Methodology, Political Science","World History, Social Psychology",Kushtia,3.3,Morning,84.1,"82.8,77.2,83.5,79.3,84.1",Low
U01341,Sadia Hossain,Female,Daffodil International University,Private,Environmental Science,"Year 2, Summer",3.02,"Ecology, Sustainable Development, Climate Change, Soil Science",85.3,6.7,"Sustainable Development, Climate Change","Ecology, Soil Science",Rangpur,4.7,Night,79.5,"73.8,73.6,81.5,83.1,79.5",Low
U01342,Nabil Chowdhury,Male,North South University,Private,Economics,"Year 1, Fall",2.74,"Business Law, Principles of Management, Financial Accounting, Microeconomics, Marketing Strategy",84.6,1,"Principles of Management, Financial Accounting",Business Law,Sylhet,6.0,Afternoon,64.0,"68.6,54.7,66.4,54.5,64.0",High
U01343,Rahim Begum,Male,SUST,Public,Journalism,"Year 1, Summer",2.88,"Mass Communication, Literary Criticism, History of Art, Ethics",81.7,5.2,Mass Communication,"Literary Criticism, Ethics",Narayanganj,6.2,Afternoon,68.7,"61.5,59.9,72.2,73.2,68.7",Medium
U01344,Mim Ali,Female,United International University,Private,Economics,"Year 4, Spring",2.61,"Principles of Management, Marketing Strategy, Microeconomics, Financial Accounting",99,5.0,Financial Accounting,Marketing Strategy,Chattogram,1.3,Evening,66.1,"66.6,57.1,63.1,60.1,66.1",Medium
U01345,Rafi Chowdhury,Male,"Independent University, Bangladesh",Private,Marketing,"Year 3, Spring",3.22,"Principles of Management, Business Law, Financial Accounting, Marketing Strategy",77.3,3.8,"Business Law, Marketing Strategy","Financial Accounting, Principles of Management",Cumilla,6.8,Night,76.0,"72.1,74.0,76.5,80.7,76.0",Medium
U01346,Tanjila Begum,Female,Jagannath University,Public,Civil Engineering,"Year 1, Fall",2.97,"Data Structures, Machine Learning, Circuit Analysis, Algorithms, Thermodynamics",72.0,6.4,Thermodynamics,"Circuit Analysis, Machine Learning",Tangail,1.6,Morning,75.6,"73.2,68.7,72.9,67.3,75.6",Medium
U01347,Sabina Ahmed,Female,University of Liberal Arts Bangladesh,Private,CSE,"Year 3, Summer",2.98,"Machine Learning, Database Systems, Circuit Analysis, Data Structures, Thermodynamics",91.9,3.1,Database Systems,Machine Learning,Rangpur,7.3,Night,79.5,"78.0,81.6,78.3,71.8,79.5",Medium
U01348,Rahim Chowdhury,Male,Jagannath University,Public,Pharmacy,"Year 4, Summer",2.73,"Pharmacology, Human Anatomy, Organic Chemistry, Clinical Pharmacy, Genetics",87.7,4.5,Human Anatomy,Organic Chemistry,Sylhet,5.7,Evening,70.2,"72.2,69.6,71.8,69.8,70.2",Medium
U01349,Siam Hossain,Male,SUST,Public,CSE,"Year 3, Summer",2.83,"Machine Learning, Data Structures, Algorithms, Database Systems",50,4.6,Database Systems,Machine Learning,Jessore,4.8,Evening,75.3,"65.5,76.8,70.6,74.6,75.3",High
U01350,Ayesha Akter,Female,University of Liberal Arts Bangladesh,Private,HRM,"Year 2, Fall",2.58,"Marketing Strategy, Financial Accounting, Microeconomics, Principles of Management",79.2,5.7,Financial Accounting,Marketing Strategy,Barishal,4.8,Evening,59.5,"51.4,49.9,58.2,58.1,59.5",Medium
U01351,Shakib Ali,Male,University of Liberal Arts Bangladesh,Private,AI,"Year 4, Spring",2.92,"Algorithms, Database Systems, Machine Learning, Data Structures, Circuit Analysis, Thermodynamics",94.3,8.7,Data Structures,"Thermodynamics, Machine Learning",Sylhet,11.7,Morning,71.4,"63.8,70.3,71.6,68.5,71.4",Medium
U01352,Jannat Hossain,Female,Jahangirnagar University,Public,Economics,"Year 1, Spring",3.14,"Financial Accounting, Principles of Management, Business Law, Marketing Strategy, Microeconomics",78.3,3.0,Microeconomics,"Business Law, Financial Accounting",Bogura,7.9,Afternoon,76.6,"70.0,72.8,77.7,75.8,76.6",Medium
U01353,Tasnia Rahman,Female,KUET,Public,English,"Year 4, Summer",3.05,"Mass Communication, Literary Criticism, Ethics, History of Art",99,8.5,Mass Communication,Literary Criticism,Cumilla,7.7,Evening,80.2,"79.7,84.6,71.6,75.9,80.2",Low
U01354,Fariha Akter,Female,American International University-Bangladesh,Private,Economics,"Year 4, Fall",3.02,"Financial Accounting, Marketing Strategy, Microeconomics, Business Law, Principles of Management",93.2,7.0,Financial Accounting,Principles of Management,Jessore,4.7,Evening,79.6,"73.5,76.1,74.3,77.9,79.6",Low
U01355,Jannat Sarker,Female,KUET,Public,Environmental Science,"Year 1, Fall",3.47,"Soil Science, Ecology, Climate Change, Sustainable Development",72.8,3.6,Soil Science,"Climate Change, Sustainable Development",Barishal,9.3,Afternoon,84.1,"77.4,87.4,85.6,76.3,84.1",Medium
U01356,Tanvir Islam,Male,RUET,Public,Anthropology,"Year 4, Summer",2.8,"Social Psychology, World History, Research Methodology, Political Science",98.2,5.3,Research Methodology,Social Psychology,Khulna,7.9,Night,70.7,"73.7,61.1,66.2,75.2,70.7",Medium
U01357,Siam Khan,Male,East West University,Private,Economics,"Year 1, Fall",3.16,"Financial Accounting, Marketing Strategy, Principles of Management, Microeconomics, Business Law",89.2,3.7,"Marketing Strategy, Microeconomics",Business Law,Mymensingh,4.4,Evening,76.2,"79.6,73.5,70.2,72.7,76.2",Medium
U01358,Rafi Islam,Male,Jatiya Kabi Kazi Nazrul Islam University,Public,AI,"Year 4, Spring",3.01,"Database Systems, Algorithms, Thermodynamics, Machine Learning",53.3,1.7,Thermodynamics,Algorithms,Dhaka,8.4,Night,79.4,"71.9,80.7,71.0,75.7,79.4",High
U01359,Rahim Rahman,Male,Noakhali Science and Technology University,Public,Marketing,"Year 3, Spring",3.0,"Business Law, Financial Accounting, Principles of Management, Microeconomics, Marketing Strategy",76.7,7.2,"Marketing Strategy, Principles of Management",Business Law,Chattogram,8.6,Night,74.5,"71.7,74.7,73.5,66.8,74.5",Low
U01360,Sajid Hossain,Male,Jagannath University,Public,Microbiology,"Year 4, Summer",2.69,"Clinical Pharmacy, Organic Chemistry, Pharmacology, Human Anatomy",83.4,3.9,Human Anatomy,"Pharmacology, Organic Chemistry",Cumilla,13.4,Morning,64.4,"65.6,63.1,57.8,58.9,64.4",Medium
U01361,Farhana Islam,Female,"Independent University, Bangladesh",Private,Accounting,"Year 3, Fall",3.1,"Financial Accounting, Business Law, Microeconomics, Principles of Management, Marketing Strategy",99,6.2,Microeconomics,Principles of Management,Rajshahi,2.6,Afternoon,75.6,"67.2,68.5,66.6,70.7,75.6",Low
U01362,Afia Begum,Female,KUET,Public,EEE,"Year 2, Fall",2.88,"Algorithms, Circuit Analysis, Database Systems, Data Structures, Machine Learning, Thermodynamics",94.5,4.7,Machine Learning,Data Structures,Rajshahi,5.7,Morning,76.4,"67.6,76.2,70.1,76.9,76.4",Medium
U01363,Rafi Hossain,Male,American International University-Bangladesh,Private,CSE,"Year 3, Summer",3.6,"Circuit Analysis, Data Structures, Thermodynamics, Database Systems",94.6,6.0,"Database Systems, Data Structures","Circuit Analysis, Thermodynamics",Sylhet,9.1,Afternoon,91.2,"95.6,87.0,86.9,90.3,91.2",Low
U01364,Nabila Rahman,Female,BRAC University,Private,CSE,"Year 4, Summer",2.49,"Database Systems, Thermodynamics, Circuit Analysis, Algorithms, Data Structures",84.8,3.9,Database Systems,"Data Structures, Thermodynamics",Gazipur,5.3,Morning,65.7,"60.1,68.8,70.0,67.9,65.7",High
U01365,Ayesha Begum,Female,Jagannath University,Public,International Relations,"Year 2, Spring",3.27,"Political Science, World History, Research Methodology, Social Psychology",71.7,6.0,"Social Psychology, Political Science","Research Methodology, World History",Mymensingh,5.5,Evening,86.4,"88.9,82.0,83.2,89.0,86.4",Medium
U01366,Tanvir Khan,Male,University of Dhaka,Public,AI,"Year 4, Fall",3.09,"Circuit Analysis, Algorithms, Thermodynamics, Data Structures, Machine Learning, Database Systems",99,1.5,Algorithms,"Circuit Analysis, Data Structures",Jessore,9.3,Evening,76.2,"68.4,73.2,74.4,74.2,76.2",High
U01367,Tanjila Rahman,Female,Noakhali Science and Technology University,Public,Environmental Science,"Year 1, Fall",3.22,"Climate Change, Soil Science, Ecology, Sustainable Development",75.7,2.7,Climate Change,"Ecology, Soil Science",Mymensingh,3.1,Evening,83.6,"84.6,84.8,73.7,82.3,83.6",Medium
U01368,Sajid Uddin,Male,American International University-Bangladesh,Private,AI,"Year 1, Spring",3.18,"Data Structures, Machine Learning, Circuit Analysis, Thermodynamics",98.1,7.0,Thermodynamics,Circuit Analysis,Khulna,2.7,Evening,84.0,"78.2,86.0,79.4,80.7,84.0",Low
U01369,Tasnia Begum,Female,Ahsanullah University of Science and Technology,Private,CSE,"Year 1, Fall",4.0,"Algorithms, Database Systems, Data Structures, Thermodynamics",73.7,3.5,Database Systems,Data Structures,Rangpur,6.6,Morning,100,"100,91.2,95.7,100,100",Medium
U01370,Rahim Rahman,Male,American International University-Bangladesh,Private,Journalism,"Year 1, Fall",3.5,"Ethics, History of Art, Mass Communication, Literary Criticism",59.1,4.8,History of Art,"Literary Criticism, Mass Communication",Cox's Bazar,4.9,Evening,92.3,"83.0,85.8,91.6,86.8,92.3",High
U01371,Rahim Ahmed,Male,Jatiya Kabi Kazi Nazrul Islam University,Public,Data Science,"Year 4, Spring",2.25,"Circuit Analysis, Database Systems, Thermodynamics, Algorithms, Data Structures",84.8,1,"Algorithms, Thermodynamics","Data Structures, Database Systems",Kushtia,8.3,Night,53.1,"55.3,57.6,51.0,56.2,53.1",High
U01372,Ayesha Rahman,Female,Rajshahi University,Public,International Relations,"Year 3, Spring",3.45,"Research Methodology, Social Psychology, Political Science, World History",88.1,3.4,Social Psychology,Political Science,Rangpur,7.9,Morning,81.4,"73.2,74.3,77.0,71.9,81.4",Medium
U01373,Fariha Begum,Female,Daffodil International University,Private,Civil Engineering,"Year 2, Fall",3.65,"Thermodynamics, Machine Learning, Circuit Analysis, Database Systems, Data Structures, Algorithms",75.8,8.1,"Circuit Analysis, Machine Learning",Thermodynamics,Chattogram,7.5,Morning,93.0,"85.5,91.7,95.2,85.2,93.0",Low
U01374,Jannat Khan,Female,Rajshahi University,Public,International Relations,"Year 4, Summer",3.73,"Political Science, Social Psychology, World History, Research Methodology",70.6,6.4,World History,"Research Methodology, Political Science",Gazipur,8.8,Afternoon,89.4,"83.1,82.4,88.4,87.3,89.4",Medium
U01375,Nusrat Ali,Female,North South University,Private,HRM,"Year 2, Spring",3.25,"Financial Accounting, Marketing Strategy, Business Law, Microeconomics, Principles of Management",83.8,7.5,"Microeconomics, Marketing Strategy",Principles of Management,Rangpur,5.0,Afternoon,84.8,"79.1,83.0,84.3,89.1,84.8",Low
U01376,Rahim Sarker,Male,"Independent University, Bangladesh",Private,Software Engineering,"Year 2, Summer",3.67,"Circuit Analysis, Algorithms, Thermodynamics, Data Structures, Machine Learning",96.9,5.6,"Machine Learning, Algorithms",Data Structures,Barishal,10.3,Afternoon,89.1,"80.4,91.1,79.9,85.9,89.1",Low
U01377,Sumaiya Chowdhury,Female,Daffodil International University,Private,International Law,"Year 3, Spring",3.16,"Jurisprudence, Constitutional Law, Criminal Law, Civil Procedure",63.7,6.1,"Criminal Law, Jurisprudence",Civil Procedure,Chattogram,7.8,Evening,80.7,"82.7,74.9,76.7,73.9,80.7",Medium
U01378,Adnan Ahmed,Male,RUET,Public,BBA,"Year 1, Summer",2.97,"Marketing Strategy, Microeconomics, Principles of Management, Financial Accounting, Business Law",79.0,4.6,"Financial Accounting, Microeconomics","Principles of Management, Marketing Strategy",Cumilla,12.7,Morning,74.9,"73.7,73.3,67.9,75.2,74.9",Medium
U01379,Nadia Akter,Female,Jagannath University,Public,BBA,"Year 2, Fall",3.71,"Principles of Management, Financial Accounting, Marketing Strategy, Microeconomics",79.0,9.6,Financial Accounting,Principles of Management,Rangpur,4.1,Night,94.0,"87.1,86.8,91.9,85.5,94.0",Low
U01380,Farhana Begum,Female,Daffodil International University,Private,BBA,"Year 4, Fall",3.37,"Financial Accounting, Principles of Management, Business Law, Microeconomics",97.9,1,"Financial Accounting, Business Law","Principles of Management, Microeconomics",Narayanganj,4.1,Afternoon,86.2,"78.2,85.9,84.3,91.1,86.2",High
U01381,Tanvir Chowdhury,Male,Ahsanullah University of Science and Technology,Private,Economics,"Year 2, Summer",3.36,"Marketing Strategy, Financial Accounting, Principles of Management, Business Law, Microeconomics",93.1,5.6,"Microeconomics, Marketing Strategy",Principles of Management,Cox's Bazar,3.2,Afternoon,88.2,"80.2,80.2,85.5,83.3,88.2",Low
U01382,Shakib Chowdhury,Male,Ahsanullah University of Science and Technology,Private,Marketing,"Year 2, Fall",2.92,"Principles of Management, Financial Accounting, Microeconomics, Marketing Strategy, Business Law",56.6,1.7,Business Law,Financial Accounting,Barishal,7.5,Night,72.9,"75.4,64.0,77.6,67.6,72.9",High
U01383,Afia Rahman,Female,"Independent University, Bangladesh",Private,Data Science,"Year 3, Spring",2.68,"Thermodynamics, Database Systems, Data Structures, Algorithms, Machine Learning, Circuit Analysis",89.1,4.2,"Algorithms, Data Structures","Thermodynamics, Circuit Analysis",Cox's Bazar,9.2,Morning,64.8,"65.5,56.8,62.3,67.1,64.8",Medium
