student_id,name,gender,class_level,institution_name,subjects,study_hours_per_day,weak_subjects,strong_subjects,exam_score,attendance_percentage,district,device_usage_time,preferred_study_time,historical_scores
BD00503,Farhana Chowdhury,Female,HSC,Govt. M. M. City College,"Math, Chemistry, Physics, ICT, Biology",4.1,ICT,"Physics, Math",56.7,86.8,Gazipur,4.6,Morning,"46.8,45.4,43.2,56.7"
BD00504,Shakib Khan,Male,SSC,Govt. Laboratory High School,"Bangla, Physics, Chemistry, Biology, ICT",1.6,ICT,"Bangla, Chemistry",81.1,75.9,Rajshahi,1.0,Morning,"76.4,75.5,74.5,81.1"
BD00505,Naeem Begum,Male,HSC,Dhaka College,"Bangla, Biology, English, Accounting, Math, Physics",6.0,Math,"Physics, English",52.3,85.9,Rajshahi,7.1,Night,"44.2,43.4,43.6,52.3"
BD00506,Mahmud Rahman,Male,HSC,Holy Cross College,"Math, Physics, Chemistry, Accounting, Bangla",4.6,"Accounting, Chemistry","Math, Physics",61.4,86.8,Chattogram,3.5,Evening,"53.2,54.1,53.5,61.4"
BD00507,Jannat Akter,Female,University,United International University,"Math, Biology, ICT, Bangla",2.4,"Biology, ICT",Bangla,59.7,78.5,Rangpur,7.3,Evening,"54.4,54.9,54.4,53.8,59.7"
BD00508,Nusrat Sarker,Female,University,BRAC University,"ICT, Bangla, English, Physics, Chemistry, Accounting",4.0,Accounting,"Physics, Bangla",73.4,77.3,Barishal,8.0,Evening,"66.2,66.4,68.7,67.7,73.4"
BD00509,Sabina Hasan,Female,HSC,Rajshahi College,"Bangla, English, ICT, Chemistry, Physics, Math, Biology",3.7,Chemistry,"Bangla, Physics",43.4,88.7,Gazipur,4.8,Evening,"36.1,36.5,36.0,43.4"
BD00510,Sabina Rahman,Female,University,Rajshahi University,"English, Chemistry, Math, Physics, Accounting, ICT",4.0,"Chemistry, Physics","Math, ICT",57.6,74.5,Rangpur,5.9,Evening,"54.9,53.8,55.9,56.8,57.6"
BD00511,Nusrat Sarker,Female,HSC,Holy Cross College,"Bangla, Biology, Accounting, Chemistry, Physics, English, Math",1.7,"Math, Chemistry",Biology,55.0,73.5,Rangpur,3.0,Evening,"50.9,52.8,53.8,55.0"
BD00512,Sumaiya Hasan,Female,HSC,Govt. M. M. City College,"Chemistry, Biology, Accounting, English, Physics",7.9,"English, Accounting","Biology, Physics",65.8,94.7,Gazipur,5.8,Evening,"60.4,59.7,59.5,65.8"
BD00513,Sabina Khan,Female,University,Jahangirnagar University,"English, Chemistry, Accounting, Biology, Math",4.9,Biology,"English, Accounting",61.5,78.4,Dhaka,4.8,Morning,"53.8,52.6,52.2,51.6,61.5"
BD00514,Mariam Rahman,Female,SSC,Ideal School and College,"Math, Physics, Accounting, English, Bangla",3.8,"Accounting, Bangla","Physics, Math",62.7,70.3,Sylhet,4.4,Morning,"55.6,53.7,53.4,62.7"
BD00515,Mahmud Rahman,Male,HSC,Dhaka College,"Biology, Math, Physics, English, Bangla, ICT",4.6,"Biology, Bangla","ICT, Physics",49.0,82.9,Rangpur,4.8,Night,"40.4,41.7,39.2,49.0"
BD00516,Karim Sarker,Male,HSC,Dhaka College,"Physics, English, Chemistry, Math, Bangla, ICT, Biology",3.0,"Math, Bangla",Chemistry,56.3,87.1,Cumilla,3.1,Evening,"50.3,53.4,53.0,56.3"
BD00517,Nadia Sarker,Female,University,Chittagong University,"ICT, Biology, English, Accounting, Physics",5.3,"Accounting, ICT",Physics,62.1,73.5,Cumilla,6.2,Evening,"55.1,56.1,56.5,56.5,62.1"
BD00518,Ayesha Akter,Female,HSC,Notre Dame College,"Bangla, English, Physics, Math, Chemistry",2.8,"Bangla, Chemistry","Math, Physics",76.3,90.8,Cumilla,3.4,Morning,"72.2,71.1,70.9,76.3"
BD00519,Jahid Sarker,Male,SSC,Dhaka Residential Model College,"Chemistry, Biology, English, Physics, ICT, Math, Bangla",2.9,"Biology, Bangla","English, Chemistry",44.9,79.7,Khulna,2.7,Night,"34.9,34.2,32.3,44.9"
BD00520,Naeem Hossain,Male,SSC,Govt. Laboratory High School,"Physics, English, Chemistry, Bangla, Accounting, Math, ICT",2.4,"Accounting, English","Math, Chemistry",51.9,65.3,Mymensingh,3.2,Evening,"49.4,47.8,46.4,51.9"
BD00521,Naeem Hasan,Male,University,United International University,"ICT, Chemistry, Biology, Physics, English",5.2,"ICT, Chemistry","Biology, English",61.6,92.6,Sylhet,1.2,Night,"56.2,59.1,61.1,64.0,61.6"
BD00522,Nusrat Hasan,Female,SSC,Dhaka Residential Model College,"Bangla, Biology, ICT, Math, Chemistry, Physics, Accounting",4.3,"Physics, Accounting",Math,62.2,85.9,Khulna,4.2,Morning,"51.7,53.0,51.2,62.2"
BD00523,Mariam Islam,Female,HSC,Notre Dame College,"Accounting, Physics, Math, ICT, Chemistry",4.1,"Physics, Math",Chemistry,54.7,81.9,Mymensingh,4.7,Evening,"50.4,51.1,48.7,54.7"
BD00524,Jannat Hossain,Female,SSC,Viqarunnisa Noon School and College,"Chemistry, Biology, Physics, English, Accounting, Math, Bangla",0.8,"Bangla, Chemistry","Accounting, Biology",62.6,79.4,Rangpur,3.8,Morning,"55.2,57.1,58.5,62.6"
BD00525,Fahim Ahmed,Male,HSC,Dhaka College,"Math, Accounting, ICT, Physics, Biology, English",4.3,"Math, Accounting",Physics,73.1,83.7,Rangpur,5.8,Morning,"66.3,65.0,64.1,73.1"
BD00526,Sabina Rahman,Female,University,BUET,"Math, Accounting, Chemistry, Biology, ICT",4.3,"Biology, ICT","Math, Accounting",51.8,90.8,Khulna,4.7,Night,"45.8,46.7,45.6,45.5,51.8"
BD00527,Shakib Sarker,Male,HSC,Notre Dame College,"Math, English, ICT, Accounting, Bangla, Physics",1.9,"Accounting, Math","Bangla, English",63.1,76.6,Mymensingh,6.5,Evening,"52.0,52.9,50.6,63.1"
BD00528,Sadia Begum,Female,SSC,Ideal School and College,"Physics, ICT, English, Bangla, Accounting, Math, Biology",3.4,English,"ICT, Physics",98,73.4,Chattogram,1.1,Evening,"88.3,86.7,84.2,98"
BD00529,Arif Akter,Male,University,BRAC University,"Accounting, Biology, English, Chemistry, Math",5.2,"Accounting, English",Math,76.1,76.3,Chattogram,4.6,Evening,"67.5,69.6,70.5,72.1,76.1"
BD00530,Rafi Akter,Male,HSC,Dhaka College,"Physics, Bangla, Accounting, Biology, ICT, English",3.3,Accounting,"Physics, English",64.2,72.3,Rangpur,5.0,Evening,"58.7,58.1,59.6,64.2"
BD00531,Fariha Sarker,Female,University,NSU,"ICT, Bangla, Accounting, Biology, English, Math",3.3,"Accounting, English","ICT, Biology",57.7,66.5,Sylhet,6.9,Night,"48.2,48.6,49.5,49.4,57.7"
BD00532,Ayesha Hossain,Female,University,BUET,"English, Physics, Bangla, Accounting",4.3,Physics,"Accounting, English",68.9,90.4,Chattogram,5.2,Evening,"58.9,60.3,62.1,60.4,68.9"
BD00533,Sumaiya Akter,Female,SSC,Ideal School and College,"Accounting, Biology, Bangla, Physics, Chemistry, English",3.6,Physics,"Accounting, Chemistry",44.5,87.2,Barishal,4.4,Morning,"35.7,35.1,35.0,44.5"
BD00534,Tanjila Ahmed,Female,SSC,Viqarunnisa Noon School and College,"Physics, Chemistry, Accounting, Biology, English, ICT, Math",3.6,"Math, Biology","English, Accounting",53.0,68.0,Rangpur,2.3,Night,"48.2,47.1,48.0,53.0"
BD00535,Fariha Sarker,Female,SSC,Govt. Laboratory High School,"Math, Chemistry, Physics, Accounting, ICT",1.0,"Math, Physics","Chemistry, Accounting",69.0,94.9,Mymensingh,3.1,Night,"62.4,63.1,61.0,69.0"
BD00536,Nabil Begum,Male,HSC,Holy Cross College,"Chemistry, Math, Physics, Bangla, Accounting",4.7,Bangla,Math,74.0,83.5,Khulna,6.2,Night,"65.9,68.6,71.5,74.0"
BD00537,Farhana Khan,Female,University,North South University,"Biology, Bangla, English, Math, Accounting",2.7,"Math, English","Biology, Bangla",76.4,74.3,Barishal,6.4,Evening,"70.0,71.1,70.6,72.5,76.4"
BD00538,Fahim Chowdhury,Male,University,NSU,"Bangla, Physics, Accounting, ICT, Chemistry, Math",0.8,"Physics, Math","Accounting, ICT",59.5,83.9,Khulna,7.9,Morning,"56.8,58.6,60.3,60.3,59.5"
BD00539,Nadia Akter,Female,SSC,Dhaka Residential Model College,"English, Physics, Bangla, Biology, Math, Accounting, Chemistry",1.3,"Accounting, Biology",English,57.5,84.4,Dhaka,3.4,Evening,"52.3,50.0,49.2,57.5"
BD00540,Rahim Islam,Male,SSC,Govt. Laboratory High School,"Bangla, ICT, Accounting, Physics, English, Math, Chemistry",2.3,"English, Physics","Accounting, Math",67.1,95.1,Dhaka,3.6,Morning,"55.5,53.7,53.8,67.1"
BD00541,Naeem Hasan,Male,HSC,Holy Cross College,"Math, Bangla, Physics, Chemistry, ICT",6.1,Physics,"ICT, Bangla",53.6,77.5,Mymensingh,4.5,Evening,"44.3,44.3,42.1,53.6"
BD00542,Nabil Islam,Male,SSC,Viqarunnisa Noon School and College,"Physics, ICT, Math, Accounting, Chemistry, Biology, Bangla",2.1,"Chemistry, Biology","Accounting, Bangla",71.0,81.2,Chattogram,2.6,Morning,"65.0,62.7,61.5,71.0"
BD00543,Mariam Sarker,Female,University,University of Dhaka,"Accounting, ICT, Math, Physics",3.0,Physics,ICT,82.6,91.4,Cumilla,8.5,Evening,"76.1,77.2,78.0,79.5,82.6"
BD00544,Arif Hasan,Male,HSC,Rajshahi College,"ICT, Math, Biology, Accounting, Bangla, Chemistry, Physics",3.6,Chemistry,"Physics, Accounting",56.7,85.5,Rajshahi,3.6,Evening,"46.3,46.9,46.2,56.7"
BD00545,Arif Hossain,Male,HSC,Dhaka College,"Biology, Physics, Accounting, ICT, Math, Bangla",3.9,"Math, Bangla","Biology, Accounting",63.3,94.8,Mymensingh,3.4,Evening,"55.7,55.9,57.8,63.3"
BD00546,Sabina Akter,Female,HSC,Holy Cross College,"Math, Accounting, English, Physics, ICT",3.9,"ICT, Accounting","English, Math",66.3,94.9,Rajshahi,5.3,Evening,"56.8,54.4,53.6,66.3"
BD00547,Mim Khan,Female,University,Rajshahi University,"English, Physics, Bangla, Chemistry, Math",1.5,"Chemistry, Physics","English, Bangla",54.5,80.1,Chattogram,5.3,Evening,"47.6,47.9,47.2,45.1,54.5"
BD00548,Tanjila Chowdhury,Female,HSC,Holy Cross College,"Physics, Bangla, English, Biology, Math, Accounting",4.7,"Accounting, English","Math, Biology",50.0,72.5,Gazipur,4.3,Morning,"44.7,44.4,42.3,50.0"
BD00549,Nusrat Begum,Female,SSC,Rajshahi Collegiate School,"Accounting, Biology, Chemistry, Physics, English, Math, ICT",2.5,"Biology, Physics",ICT,67.7,82.3,Cumilla,4.6,Morning,"59.7,60.7,58.2,67.7"
BD00550,Tanvir Sarker,Male,HSC,Rajshahi College,"Math, Chemistry, ICT, Biology, English",4.9,Math,"ICT, Chemistry",55.3,89.8,Khulna,5.4,Evening,"49.9,48.7,47.7,55.3"
BD00551,Karim Islam,Male,SSC,Viqarunnisa Noon School and College,"Chemistry, Biology, ICT, Accounting, Math, Physics, English",4.1,Physics,"ICT, Math",69.3,84.8,Cumilla,3.1,Evening,"63.6,66.0,64.4,69.3"
BD00552,Karim Islam,Male,SSC,Viqarunnisa Noon School and College,"Accounting, ICT, Physics, Chemistry, English, Biology",3.2,"Chemistry, ICT","Accounting, Physics",54.3,89.9,Mymensingh,3.3,Evening,"47.3,47.6,47.4,54.3"
BD00553,Sabina Chowdhury,Female,SSC,Govt. Laboratory High School,"Chemistry, ICT, Biology, Physics, Accounting, Bangla, Math",2.9,"Physics, ICT",Biology,75.3,83.0,Rangpur,5.5,Morning,"72.1,71.2,71.5,75.3"
BD00554,Rahim Hossain,Male,SSC,Dhaka Residential Model College,"Accounting, English, ICT, Math, Physics, Biology, Bangla",3.0,"English, Math","Physics, Accounting",72.0,89.5,Rangpur,4.1,Evening,"67.1,67.0,64.6,72.0"
BD00555,Naeem Khan,Male,HSC,Govt. M. M. City College,"Math, Biology, Chemistry, English, Accounting, ICT, Physics",2.8,"English, Accounting","Chemistry, Math",63.9,65.8,Gazipur,5.1,Evening,"53.7,51.9,52.4,63.9"
BD00556,Mariam Khan,Female,SSC,Viqarunnisa Noon School and College,"Chemistry, Accounting, Bangla, Physics, Biology, ICT",2.4,Physics,"Biology, Chemistry",69.7,89.4,Rajshahi,2.6,Morning,"60.9,59.6,60.7,69.7"
BD00557,Sajid Hossain,Male,SSC,Govt. Laboratory High School,"Math, Chemistry, Accounting, Bangla, Physics, English",3.0,"Chemistry, English","Bangla, Math",55.4,80.3,Cumilla,1.7,Morning,"46.4,47.6,48.8,55.4"
BD00558,Sumaiya Begum,Female,SSC,Rajshahi Collegiate School,"Physics, Accounting, Biology, Chemistry, Math, ICT",3.5,"ICT, Math","Accounting, Chemistry",68.2,87.0,Rajshahi,3.7,Evening,"64.8,63.3,62.6,68.2"
BD00559,Sadia Sarker,Female,SSC,Dhaka Residential Model College,"Biology, Bangla, Accounting, Math, Chemistry, Physics, English",2.7,"English, Accounting","Chemistry, Math",55.5,82.4,Khulna,4.8,Evening,"52.2,51.3,49.8,55.5"
BD00560,Mariam Hasan,Female,University,United International University,"Biology, Chemistry, Bangla, English, Math, Accounting",3.9,"Biology, Accounting","Math, Bangla",33,89.1,Rajshahi,4.0,Morning,"29.2,28.0,28.3,28.0,33"
BD00561,Karim Islam,Male,SSC,Govt. Laboratory High School,"Physics, Math, Chemistry, Accounting, English, Biology",2.4,"Accounting, Physics","English, Math",50.6,83.7,Khulna,2.5,Morning,"47.1,48.8,47.7,50.6"
BD00562,Arif Khan,Male,HSC,Holy Cross College,"Physics, Accounting, English, Bangla, Math",5.4,"English, Accounting","Bangla, Physics",52.9,73.9,Chattogram,4.6,Evening,"45.6,45.2,45.0,52.9"
BD00563,Naeem Hasan,Male,University,Khulna University,"Chemistry, Physics, English, Math",2.7,"Math, Physics","English, Chemistry",74.7,72.7,Sylhet,7.3,Night,"63.4,65.0,62.9,60.5,74.7"
BD00564,Sadia Akter,Female,University,BRAC University,"ICT, Accounting, Math, English, Physics",3.2,Accounting,"ICT, Math",52.9,87.6,Rangpur,5.1,Night,"49.7,48.1,51.1,52.1,52.9"
BD00565,Sabina Rahman,Female,University,United International University,"Math, Physics, ICT, English, Chemistry",3.8,"Physics, Chemistry",English,87.7,80.2,Mymensingh,4.7,Night,"85.4,87.4,86.9,84.6,87.7"
BD00566,Nusrat Sarker,Female,University,University of Dhaka,"Accounting, Math, English, Physics",5.1,Accounting,"English, Math",79.5,81.4,Gazipur,6.3,Night,"73.6,73.4,74.8,76.2,79.5"
BD00567,Mahmud Chowdhury,Male,HSC,Govt. M. M. City College,"Bangla, Biology, Physics, Math, English, Accounting",3.4,"Bangla, Math","Biology, Physics",61.6,79.2,Chattogram,5.4,Morning,"55.9,58.0,57.2,61.6"
BD00568,Mahmud Sarker,Male,HSC,Holy Cross College,"Chemistry, Physics, Math, English, Biology, Accounting, Bangla",4.9,"Physics, Biology","English, Bangla",47.7,83.6,Rajshahi,5.6,Evening,"38.0,36.5,34.4,47.7"
BD00569,Nabil Sarker,Male,HSC,Notre Dame College,"English, Biology, Bangla, Accounting, Physics, Math, Chemistry",2.6,"Math, Bangla","Physics, English",44.0,95.6,Rajshahi,2.8,Evening,"36.2,34.1,32.6,44.0"
BD00570,Shakib Akter,Male,HSC,Rajshahi College,"Accounting, Physics, Biology, Math, English, Chemistry, ICT",3.0,"ICT, English","Math, Chemistry",49.4,71.9,Sylhet,5.0,Night,"37.8,35.6,35.0,49.4"
BD00571,Sajid Khan,Male,SSC,Ideal School and College,"ICT, English, Chemistry, Bangla, Accounting",4.6,Bangla,"ICT, Chemistry",58.1,93.4,Gazipur,3.1,Morning,"55.1,57.4,59.2,58.1"
BD00572,Ayesha Akter,Female,HSC,Dhaka College,"English, ICT, Math, Accounting, Bangla, Chemistry",4.4,"Chemistry, Accounting","ICT, Bangla",73.8,76.6,Gazipur,4.3,Morning,"65.2,66.7,66.4,73.8"
BD00573,Arif Hossain,Male,SSC,Ideal School and College,"Chemistry, English, Biology, Bangla, ICT, Physics, Accounting",4.1,Physics,"ICT, Chemistry",79.3,99,Mymensingh,5.0,Night,"74.1,73.8,71.9,79.3"
BD00574,Shakib Chowdhury,Male,HSC,Holy Cross College,"Physics, Chemistry, ICT, Accounting, Biology, Bangla",6.4,"Biology, Accounting","ICT, Chemistry",88.2,73.3,Chattogram,6.3,Night,"81.4,81.0,82.8,88.2"
BD00575,Sumaiya Ahmed,Female,University,United International University,"Accounting, Biology, Chemistry, English, Math",1.6,"Math, English",Accounting,79.7,82.9,Chattogram,8.0,Night,"76.4,76.8,76.5,77.0,79.7"
BD00576,Sajid Begum,Male,University,Khulna University,"English, Math, Bangla, Biology",6.5,"Math, English",Biology,61.6,69.9,Rajshahi,5.4,Morning,"53.6,52.8,50.4,48.8,61.6"
BD00577,Jannat Sarker,Female,University,University of Dhaka,"Chemistry, Math, Accounting, Physics, Bangla, ICT",4.5,ICT,"Chemistry, Physics",64.4,71.9,Rangpur,3.0,Evening,"59.7,60.1,61.2,59.0,64.4"
BD00578,Shakib Rahman,Male,University,University of Dhaka,"Bangla, Math, Chemistry, ICT, English",4.1,"Bangla, ICT","Chemistry, Math",73.4,83.6,Dhaka,9.1,Night,"63.4,63.4,64.5,63.5,73.4"
BD00579,Jannat Hossain,Female,HSC,Dhaka College,"Physics, Bangla, Accounting, Biology, Math, English, Chemistry",3.4,"English, Accounting",Physics,80.0,70.7,Mymensingh,5.4,Evening,"77.5,76.2,78.7,80.0"
BD00580,Farhana Hasan,Female,University,North South University,"Accounting, Chemistry, Biology, Physics",5.5,Chemistry,"Biology, Physics",59.1,82.7,Barishal,5.8,Night,"50.4,51.1,52.4,52.7,59.1"
BD00581,Rahim Hossain,Male,SSC,Rajshahi Collegiate School,"English, Bangla, Math, Accounting, Chemistry, Physics",3.2,"Physics, Chemistry","English, Accounting",82.9,73.0,Mymensingh,2.9,Morning,"74.0,72.7,70.3,82.9"
BD00582,Mahmud Sarker,Male,HSC,Holy Cross College,"English, Bangla, Biology, Math, Accounting, ICT, Chemistry",5.4,English,"Chemistry, Bangla",59.7,80.7,Mymensingh,4.7,Evening,"55.1,53.6,55.4,59.7"
BD00583,Shakib Begum,Male,HSC,Rajshahi College,"Accounting, Biology, Math, English, Bangla",5.5,"Accounting, Biology","Bangla, Math",60.6,87.1,Khulna,6.1,Evening,"54.2,52.9,54.5,60.6"
BD00584,Mahmud Islam,Male,University,Jahangirnagar University,"Math, Bangla, ICT, Accounting, Physics, English",4.7,Bangla,"English, ICT",55.6,88.2,Barishal,5.4,Night,"52.8,52.5,50.8,50.4,55.6"
BD00585,Naeem Islam,Male,University,BUET,"Bangla, Chemistry, ICT, Physics",2.5,ICT,Physics,43.3,81.0,Mymensingh,5.0,Evening,"36.0,36.0,33.5,34.2,43.3"
BD00586,Ayesha Khan,Female,University,United International University,"ICT, Bangla, Chemistry, English, Math, Accounting",7.3,ICT,"Bangla, English",38.1,63.8,Khulna,6.0,Morning,"28.0,28.0,28.0,28.2,38.1"
BD00587,Ayesha Chowdhury,Female,SSC,Rajshahi Collegiate School,"ICT, Biology, Physics, Math, Chemistry, Bangla",2.1,"Chemistry, Math","Biology, ICT",65.8,88.8,Rajshahi,2.5,Morning,"57.6,56.1,57.7,65.8"
BD00588,Jahid Sarker,Male,HSC,Govt. M. M. City College,"Chemistry, Physics, Bangla, English, Biology, ICT",4.9,"Physics, Chemistry",Bangla,79.3,75.1,Chattogram,4.0,Night,"71.7,72.7,71.1,79.3"
BD00589,Mim Hossain,Female,HSC,Dhaka College,"Chemistry, Math, English, Bangla, Accounting, Biology, ICT",4.0,"Bangla, Math","Biology, ICT",78.0,99,Chattogram,6.0,Evening,"69.1,67.2,65.8,78.0"
BD00590,Sumaiya Islam,Female,SSC,Dhaka Residential Model College,"Accounting, Biology, Chemistry, English, Math, ICT",2.8,"Math, English","Biology, Chemistry",55.2,79.2,Mymensingh,3.9,Night,"50.0,49.0,50.4,55.2"
BD00591,Nadia Ahmed,Female,University,BRAC University,"Physics, English, Math, Bangla, Biology, Chemistry",5.7,"English, Physics","Chemistry, Bangla",33,73.2,Barishal,7.9,Evening,"29.4,28.5,28.0,28.0,33"
BD00592,Sabina Hossain,Female,University,Jahangirnagar University,"Biology, Bangla, English, ICT",1.8,"Bangla, ICT",English,62.5,95.1,Rangpur,7.6,Night,"54.9,56.5,55.4,56.6,62.5"
BD00593,Sadia Islam,Female,University,Khulna University,"Physics, Accounting, Bangla, English, ICT, Chemistry",3.2,"Chemistry, Accounting",Bangla,61.3,77.0,Rajshahi,6.9,Evening,"55.2,53.0,53.3,53.9,61.3"
BD00594,Nusrat Begum,Female,HSC,Notre Dame College,"Physics, Accounting, English, Math, ICT, Biology",3.2,Accounting,Biology,67.4,84.0,Cumilla,3.8,Evening,"61.2,61.8,60.6,67.4"
BD00595,Shakib Khan,Male,University,United International University,"Bangla, Math, Biology, ICT, Accounting",4.2,"Math, Bangla","Accounting, Biology",48.9,75.6,Barishal,6.2,Night,"42.6,41.7,40.4,38.4,48.9"
BD00596,Naeem Sarker,Male,SSC,Dhaka Residential Model College,"Biology, Chemistry, Physics, ICT, Accounting, Math, Bangla",0.8,Biology,"ICT, Chemistry",46.2,80.6,Cumilla,2.9,Morning,"38.8,36.9,35.2,46.2"
BD00597,Sabina Rahman,Female,HSC,Holy Cross College,"Physics, Chemistry, Biology, Math, Accounting, Bangla",4.4,"Math, Biology","Bangla, Chemistry",50.8,87.5,Cumilla,3.4,Evening,"44.3,45.2,46.2,50.8"
BD00598,Karim Islam,Male,HSC,Rajshahi College,"Chemistry, Physics, Biology, Accounting, ICT, Bangla",5.4,Physics,"Chemistry, Accounting",79.3,90.6,Mymensingh,3.9,Night,"68.5,69.7,68.7,79.3"
BD00599,Rahim Islam,Male,SSC,Govt. Laboratory High School,"Physics, Chemistry, Bangla, Math, English",4.0,English,"Chemistry, Physics",85.4,89.1,Barishal,3.0,Morning,"77.6,76.4,75.7,85.4"
BD00600,Tanvir Sarker,Male,SSC,Ideal School and College,"English, Accounting, Physics, Math, Bangla, ICT",2.6,Accounting,Bangla,98,75.1,Khulna,4.1,Evening,"92.0,90.0,88.3,98"
BD00601,Farhana Chowdhury,Female,University,Khulna University,"Chemistry, English, Biology, Math, Bangla",3.3,"Chemistry, Math","English, Biology",74.2,74.4,Mymensingh,3.9,Night,"71.5,73.1,71.4,71.5,74.2"
BD00602,Sajid Sarker,Male,SSC,Dhaka Residential Model College,"Biology, Physics, Accounting, Chemistry, Bangla, English, Math",5.6,"Biology, Math","Physics, Accounting",59.5,71.7,Mymensingh,3.8,Evening,"50.8,51.0,52.8,59.5"
BD00603,Sabina Hossain,Female,University,Jahangirnagar University,"Chemistry, English, Biology, Math",4.3,"Math, English","Chemistry, Biology",47.6,75.9,Dhaka,7.6,Morning,"41.2,39.0,38.8,37.9,47.6"
BD00604,Fariha Sarker,Female,HSC,Dhaka College,"Bangla, Math, Accounting, ICT, Physics, Chemistry",3.4,"Accounting, Chemistry","ICT, Physics",70.5,82.2,Chattogram,5.5,Evening,"62.7,62.6,61.7,70.5"
BD00605,Mim Hasan,Female,HSC,Rajshahi College,"ICT, Accounting, Physics, English, Math",4.6,Physics,"English, Math",74.4,89.0,Barishal,4.2,Morning,"72.1,73.7,74.8,74.4"
BD00606,Mim Ahmed,Female,HSC,Rajshahi College,"Physics, English, Biology, Accounting, ICT",2.5,"Accounting, English","Biology, Physics",72.5,65.0,Barishal,5.2,Morning,"71.4,70.7,71.4,72.5"
BD00607,Farhana Ahmed,Female,HSC,Govt. M. M. City College,"Math, Biology, Bangla, Physics, Chemistry, English",5.2,"Bangla, English","Biology, Physics",46.8,61.8,Dhaka,3.7,Evening,"41.0,39.1,37.6,46.8"
BD00608,Shakib Sarker,Male,SSC,Rajshahi Collegiate School,"Chemistry, Math, Accounting, English, Biology, Physics",3.7,"Biology, Physics","English, Chemistry",73.7,81.8,Khulna,2.7,Evening,"69.7,67.6,65.9,73.7"
BD00609,Arif Ahmed,Male,University,BUET,"Accounting, Bangla, Math, Chemistry, ICT, English",5.4,"ICT, English","Math, Bangla",83.1,67.1,Khulna,6.4,Morning,"77.4,76.1,77.6,75.7,83.1"
BD00610,Rahim Chowdhury,Male,SSC,Govt. Laboratory High School,"Physics, Bangla, Biology, Math, English, Accounting, Chemistry",3.8,"Chemistry, Math","Biology, Bangla",49.6,94.5,Gazipur,4.4,Evening,"42.4,42.2,42.3,49.6"
BD00611,Tanjila Ahmed,Female,HSC,Govt. M. M. City College,"Chemistry, ICT, Bangla, Physics, English",4.5,"Physics, English","Bangla, Chemistry",80.7,86.2,Chattogram,5.9,Evening,"72.3,73.8,71.9,80.7"
